,location,total_sqft,bath,price,bhk
4232,Kanakpura Road,1420.0,2.0,75.0,3
4234,Kanakpura Road,825.0,1.0,36.29,1
4235,Kanakpura Road,983.0,2.0,50.6,2
4240,Kanakpura Road,1843.0,3.0,95.84,3
4241,Kanakpura Road,1500.0,3.0,97.0,3
4243,Kanakpura Road,1366.0,3.0,76.85,2
4245,Kanakpura Road,525.0,1.0,25.0,1
4247,Kanakpura Road,2265.0,3.0,136.0,3
4253,Kanakpura Road,2200.0,3.0,130.0,3
4254,Kanakpura Road,525.0,1.0,30.0,1
4256,Kanakpura Road,1051.0,2.0,56.74,2
4257,Kanakpura Road,525.0,1.0,30.0,1
4259,Kanakpura Road,1299.0,2.0,85.0,2
4263,Kanakpura Road,1080.0,6.0,65.0,5
4264,Kanakpura Road,1300.0,3.0,69.0,3
4265,Kanakpura Road,700.0,2.0,40.0,2
4266,Kanakpura Road,458.0,1.0,19.695,1
4267,Kanakpura Road,1700.0,3.0,88.0,3
4270,Kanakpura Road,2775.0,3.0,165.0,4
4271,Kanakpura Road,1900.0,3.0,99.0,3
4272,Kanakpura Road,1290.0,2.0,80.0,2
4277,Kanakpura Road,1868.0,3.0,113.0,3
4279,Kanakpura Road,1366.0,2.0,83.0,2
4280,Kanakpura Road,700.0,2.0,40.0,2
4282,Kanakpura Road,1339.0,2.0,71.5,2
4284,Kanakpura Road,670.0,1.0,35.0,1
4291,Kanakpura Road,525.0,1.0,30.0,1
4294,Kanakpura Road,1498.0,3.0,95.0,3
4295,Kanakpura Road,525.0,2.0,27.0,1
4296,Kanakpura Road,1665.0,3.0,86.91,3
4297,Kanakpura Road,1665.0,3.0,86.58,3
4298,Kanakpura Road,712.0,1.0,38.44,1
4302,Kanakpura Road,1507.0,2.0,95.0,3
4306,Kanakpura Road,1339.0,2.0,85.0,2
4307,Kanakpura Road,1900.0,3.0,125.0,3
4308,Kanakpura Road,525.0,1.0,27.0,1
4309,Kanakpura Road,525.0,1.0,27.5,1
4311,Kanakpura Road,525.0,1.0,26.25,1
4313,Kanakpura Road,525.0,1.0,26.0,1
4314,Kanakpura Road,1050.0,2.0,59.0,3
4315,Kanakpura Road,1600.0,3.0,90.0,3
4316,Kanakpura Road,525.0,2.0,29.25,1
4318,Kanakpura Road,800.0,2.0,41.145,2
4321,Kanakpura Road,1100.0,3.0,56.57,3
4324,Kanakpura Road,1843.0,3.0,96.2,3
4328,Kanakpura Road,1240.0,2.0,65.0,2
4332,Kanakpura Road,700.0,2.0,41.0,2
4336,Kanakpura Road,700.0,1.0,41.0,2
4338,Kanakpura Road,1100.0,3.0,58.0,3
4339,Kanakpura Road,1140.0,2.0,65.0,2
4341,Kanakpura Road,700.0,2.0,40.0,2
4344,Kanakpura Road,525.0,1.0,26.01,1
4348,Kanakpura Road,1322.0,2.0,70.0,2
4349,Kanakpura Road,1698.0,2.0,105.0,2
4350,Kanakpura Road,1300.0,3.0,69.0,3
4351,Kanakpura Road,1300.0,3.0,69.0,3
4353,Kanakpura Road,1167.0,2.0,63.0,2
4357,Kanakpura Road,1300.0,3.0,69.0,3
4362,Kanakpura Road,1430.0,2.0,78.0,2
4363,Kanakpura Road,700.0,2.0,36.0,2
4366,Kanakpura Road,525.0,2.0,27.0,1
4368,Kanakpura Road,1100.0,3.0,58.0,3
4373,Kanakpura Road,1300.0,2.0,69.0,3
4374,Kanakpura Road,2000.0,3.0,105.0,3
4375,Kanakpura Road,1200.0,2.0,62.0,2
4377,Kanakpura Road,1843.0,3.0,95.0,3
4380,Kanakpura Road,900.0,2.0,46.29,2
4381,Kanakpura Road,850.0,1.0,37.32,1
4383,Kanakpura Road,525.0,1.0,30.0,1
4384,Kanakpura Road,1938.0,3.0,105.0,3
4385,Kanakpura Road,1843.0,3.0,96.2,3
4386,Kanakpura Road,525.0,1.0,26.0,1
4390,Kanakpura Road,700.0,2.0,36.0,2
4391,Kanakpura Road,1622.0,3.0,95.0,3
4396,Kannamangala,957.0,2.0,58.0,2
4397,Kannamangala,957.0,2.0,56.0,2
4398,Kannamangala,3000.0,4.0,200.0,4
4399,Kannamangala,1536.0,3.0,89.0,3
4400,Kannamangala,2400.0,4.0,130.0,4
4401,Kannamangala,1574.0,3.0,93.34,3
4402,Kannamangala,957.0,2.0,52.5,2
4403,Kannamangala,1536.0,3.0,104.0,3
4404,Kannamangala,957.0,2.0,54.5,2
4405,Kannamangala,2422.0,4.0,135.0,4
4406,Kannamangala,957.0,2.0,55.0,2
4407,Kannamangala,957.0,2.0,56.0,2
4408,Karuna Nagar,2500.0,3.0,180.0,3
4409,Karuna Nagar,2500.0,3.0,190.0,3
4410,Karuna Nagar,1962.0,3.0,175.0,3
4411,Karuna Nagar,1057.0,2.0,65.0,2
4412,Karuna Nagar,1354.0,2.0,98.0,3
4413,Karuna Nagar,1945.0,3.0,115.0,3
4414,Karuna Nagar,1960.0,3.0,165.0,3
4415,Kasavanhalli,1060.0,2.0,58.06,2
4416,Kasavanhalli,1563.05,3.0,105.0,3
4417,Kasavanhalli,1717.0,3.0,99.0,3
4419,Kasavanhalli,3260.0,4.0,240.0,4
4420,Kasavanhalli,1349.0,2.0,78.0,2
4421,Kasavanhalli,1121.0,2.0,78.0,2
4422,Kasavanhalli,1100.0,2.0,50.0,2
4424,Kasavanhalli,1200.0,2.0,78.0,2
4427,Kasavanhalli,1476.0,3.0,89.0,3
4429,Kasavanhalli,1200.0,2.0,50.0,2
4430,Kasavanhalli,1719.0,3.0,116.0,3
4431,Kasavanhalli,1115.0,2.0,50.0,2
4432,Kasavanhalli,1125.0,2.0,61.2,2
4433,Kasavanhalli,2170.0,3.0,151.0,3
4436,Kasavanhalli,1476.0,3.0,95.0,3
4437,Kasavanhalli,1200.0,2.0,50.3,2
4439,Kasavanhalli,1787.0,3.0,123.0,3
4440,Kasavanhalli,1090.0,2.0,59.8,2
4441,Kasavanhalli,1691.0,3.0,104.0,3
4442,Kasavanhalli,4260.0,4.0,272.0,4
4443,Kasavanhalli,2111.0,4.0,120.0,3
4445,Kasavanhalli,950.0,2.0,39.0,2
4450,Kasavanhalli,770.0,1.0,43.82,1
4451,Kasavanhalli,1147.0,2.0,60.0,2
4452,Kasavanhalli,1375.0,2.0,72.0,2
4454,Kasavanhalli,1200.0,2.0,60.0,2
4455,Kasavanhalli,4260.0,4.0,333.0,4
4456,Kasavanhalli,1495.0,2.0,83.0,2
4457,Kasavanhalli,5000.0,2.0,400.0,2
4458,Kasavanhalli,4000.0,4.0,325.0,4
4460,Kasavanhalli,1917.0,3.0,132.0,3
4461,Kasavanhalli,1375.0,2.0,78.0,2
4462,Kasavanhalli,4408.0,4.0,344.0,4
4463,Kasavanhalli,1309.0,2.0,95.0,2
4464,Kasavanhalli,1476.0,3.0,105.0,3
4465,Kasavanhalli,1158.0,2.0,67.0,2
4466,Kasavanhalli,1214.0,2.0,67.0,2
4467,Kasavanhalli,2110.0,4.0,120.0,3
4468,Kasavanhalli,1495.0,2.0,110.0,2
4469,Kasavanhalli,1575.0,2.0,85.0,2
4470,Kasavanhalli,1069.0,2.0,55.0,2
4471,Kasavanhalli,1100.0,2.0,68.0,2
4472,Kasavanhalli,1715.0,3.0,112.0,3
4473,Kasavanhalli,1100.0,2.0,65.0,2
4474,Kasavanhalli,1230.0,2.0,66.25,2
4475,Kasavanhalli,1819.0,3.0,150.0,3
4478,Kasavanhalli,1585.0,2.0,90.0,2
4479,Kasavanhalli,1245.0,2.0,80.0,2
4480,Kasavanhalli,2035.0,3.0,142.0,3
4481,Kasavanhalli,1747.0,3.0,110.0,3
4482,Kasavanhalli,1377.0,2.0,80.0,2
4483,Kasavanhalli,1181.0,2.0,61.0,2
4484,Kasavanhalli,1121.0,2.0,75.0,2
4485,Kasturi Nagar,1925.0,3.0,125.0,3
4486,Kasturi Nagar,1567.0,2.0,92.0,2
4489,Kasturi Nagar,1080.0,2.0,80.0,2
4490,Kasturi Nagar,1101.0,2.0,65.0,2
4492,Kasturi Nagar,1896.0,3.0,125.0,4
4493,Kasturi Nagar,1100.0,2.0,58.0,2
4494,Kasturi Nagar,1570.0,3.0,110.0,3
4495,Kasturi Nagar,1000.0,2.0,58.0,2
4496,Kasturi Nagar,1101.0,2.0,66.0,2
4497,Kasturi Nagar,2507.0,4.0,155.0,4
4498,Kathriguppe,1400.0,2.0,77.0,3
4499,Kathriguppe,1250.0,2.0,68.75,3
4500,Kathriguppe,1245.0,2.0,68.48,3
4501,Kathriguppe,1350.0,2.0,87.01,3
4502,Kathriguppe,1350.0,2.0,80.99,3
4503,Kathriguppe,1365.0,2.0,75.08,3
4504,Kathriguppe,1300.0,3.0,77.99,3
4505,Kathriguppe,1350.0,2.0,80.99,3
4506,Kathriguppe,1390.0,2.0,76.45,3
4507,Kathriguppe,1350.0,3.0,78.3,3
4508,Kathriguppe,1250.0,2.0,68.75,3
4509,Kathriguppe,1300.0,3.0,77.99,3
4510,Kathriguppe,1335.0,2.0,73.43,3
4511,Kathriguppe,1300.0,3.0,77.99,3
4512,Kathriguppe,1300.0,3.0,77.99,3
4513,Kathriguppe,1335.0,2.0,73.43,3
4514,Kathriguppe,1350.0,3.0,80.99,3
4515,Kathriguppe,1250.0,2.0,68.75,2
4516,Kathriguppe,1350.0,3.0,80.99,3
4517,Kaval Byrasandra,460.0,1.0,22.0,2
4518,Kaval Byrasandra,1200.0,2.0,52.0,2
4519,Kaval Byrasandra,1020.0,2.0,52.0,2
4520,Kaval Byrasandra,1200.0,2.0,49.5,2
4521,Kaval Byrasandra,945.0,2.0,50.0,2
4522,Kaval Byrasandra,1060.0,2.0,45.0,2
4523,Kaval Byrasandra,1100.0,2.0,46.0,2
4524,Kaval Byrasandra,1185.0,2.0,49.0,2
4525,Kaval Byrasandra,997.0,2.0,53.0,2
4526,Kaval Byrasandra,1060.0,2.0,42.0,2
4527,Kaval Byrasandra,480.0,1.0,25.0,1
4528,Kaval Byrasandra,1125.0,2.0,41.5,2
4529,Kaval Byrasandra,1180.0,2.0,60.0,2
4530,Kaval Byrasandra,1450.0,3.0,75.0,3
4531,Kaval Byrasandra,1066.0,2.0,55.0,2
4532,Kaval Byrasandra,1025.0,2.0,60.0,2
4533,Kaval Byrasandra,1400.0,3.0,75.0,3
4534,Kenchenahalli,1015.0,2.0,58.0,2
4535,Kenchenahalli,715.0,1.0,45.0,1
4536,Kenchenahalli,1150.0,2.0,58.0,2
4537,Kenchenahalli,1280.0,2.0,69.0,3
4539,Kenchenahalli,870.0,1.0,45.0,2
4540,Kenchenahalli,1150.0,2.0,60.0,2
4541,Kenchenahalli,700.0,1.0,35.0,1
4542,Kenchenahalli,1060.0,2.0,52.0,2
4543,Kenchenahalli,1150.0,2.0,57.0,2
4544,Kenchenahalli,1720.0,3.0,100.0,3
4545,Kenchenahalli,1015.0,2.0,60.0,2
4547,Kengeri,750.0,2.0,38.0,2
4549,Kengeri,340.0,1.0,10.0,1
4551,Kengeri,8000.0,5.0,500.0,5
4552,Kengeri,1200.0,2.0,58.0,2
4556,Kengeri,1025.0,2.0,57.0,2
4559,Kengeri,1082.0,2.0,49.0,3
4562,Kengeri,750.0,2.0,36.0,2
4565,Kengeri,726.0,2.0,35.0,2
4567,Kengeri,416.0,1.0,19.5,1
4568,Kengeri,900.0,2.0,45.0,2
4571,Kengeri,502.0,1.0,25.0,1
4573,Kengeri,1200.0,3.0,67.0,3
4575,Kengeri,500.0,1.0,17.0,1
4576,Kengeri,540.0,1.0,22.5,1
4577,Kengeri,750.0,2.0,35.5,2
4578,Kengeri,1741.0,3.0,80.0,3
4580,Kengeri,1200.0,2.0,58.0,2
4581,Kengeri,400.0,2.0,25.0,1
4583,Kengeri,1230.0,2.0,52.0,3
4584,Kengeri,750.0,2.0,36.5,2
4585,Kengeri,2540.0,4.0,160.0,4
4587,Kengeri,416.0,1.0,18.0,1
4589,Kengeri,883.0,2.0,49.0,2
4590,Kengeri,1052.0,2.0,51.0,2
4592,Kengeri,1220.0,2.0,63.0,2
4593,Kengeri,1150.0,1.0,52.0,1
4594,Kengeri,1192.0,2.0,53.5,2
4596,Kengeri,750.0,2.0,40.0,2
4597,Kengeri,600.0,1.0,35.0,1
4599,Kengeri,1035.0,2.0,51.5,2
4600,Kengeri,3000.0,5.0,130.0,8
4601,Kengeri,410.0,1.0,15.0,1
4602,Kengeri,400.0,1.0,25.0,1
4603,Kengeri,416.0,1.0,17.19,1
4606,Kengeri,2500.0,4.0,100.0,5
4607,Kengeri,550.0,1.0,16.75,1
4608,Kengeri Satellite Town,890.0,2.0,35.0,2
4609,Kengeri Satellite Town,883.0,2.0,45.0,2
4610,Kengeri Satellite Town,1415.0,2.0,66.0,3
4611,Kengeri Satellite Town,930.0,1.0,30.0,1
4612,Kengeri Satellite Town,1635.0,2.0,78.0,3
4613,Kengeri Satellite Town,1050.0,2.0,43.0,2
4614,Kengeri Satellite Town,1007.0,2.0,42.0,2
4615,Kengeri Satellite Town,1043.0,2.0,65.0,2
4616,Kengeri Satellite Town,635.0,1.0,22.0,2
4617,Kengeri Satellite Town,818.0,2.0,26.0,2
4618,Kengeri Satellite Town,1030.0,2.0,50.0,2
4619,Kengeri Satellite Town,1200.0,2.0,65.0,2
4620,Kengeri Satellite Town,795.0,2.0,32.0,2
4621,Kengeri Satellite Town,560.0,2.0,16.6,2
4622,Kengeri Satellite Town,1302.5,2.0,44.285,2
4623,Kengeri Satellite Town,800.0,2.0,40.0,2
4624,Kengeri Satellite Town,654.0,1.0,22.0,1
4625,Kengeri Satellite Town,1060.0,2.0,42.0,2
4626,Kengeri Satellite Town,750.0,2.0,33.0,2
4627,Kengeri Satellite Town,920.0,2.0,39.0,2
4628,Kengeri Satellite Town,985.0,2.0,42.0,2
4629,Kengeri Satellite Town,2480.0,2.0,160.0,2
4630,Kengeri Satellite Town,410.0,1.0,15.0,1
4631,Kengeri Satellite Town,1120.0,2.0,49.0,2
4633,Kengeri Satellite Town,1200.0,5.0,70.0,5
4634,Kengeri Satellite Town,936.0,2.0,60.84,4
4635,Kengeri Satellite Town,1110.0,2.0,43.0,2
4636,Kengeri Satellite Town,1170.0,2.0,50.0,2
4637,Kengeri Satellite Town,777.4,2.0,25.0,2
4638,Kengeri Satellite Town,1025.0,2.0,28.57,2
4640,Kengeri Satellite Town,800.0,2.0,32.0,2
4641,Kereguddadahalli,950.0,2.0,32.0,2
4642,Kereguddadahalli,1400.0,2.0,48.0,3
4643,Kereguddadahalli,800.0,2.0,28.0,2
4644,Kereguddadahalli,904.0,2.0,30.0,2
4646,Kereguddadahalli,1000.0,2.0,30.0,2
4647,Kereguddadahalli,1240.0,3.0,41.0,3
4648,Kereguddadahalli,600.0,1.0,19.5,1
4649,Kereguddadahalli,1080.0,2.0,32.0,2
4650,Kereguddadahalli,1000.0,2.0,34.0,2
4653,Kereguddadahalli,1015.0,2.0,35.0,2
4654,Kodichikkanahalli,1190.0,2.0,57.0,3
4655,Kodichikkanahalli,995.0,2.0,41.0,2
4656,Kodichikkanahalli,650.0,1.0,38.0,1
4657,Kodichikkanahalli,2700.0,7.0,125.0,5
4658,Kodichikkanahalli,1495.0,2.0,75.0,3
4659,Kodichikkanahalli,3250.0,4.0,180.0,4
4660,Kodichikkanahalli,1125.0,2.0,52.0,2
4661,Kodichikkanahalli,1150.0,2.0,48.0,2
4662,Kodichikkanahalli,1070.0,2.0,43.0,2
4663,Kodichikkanahalli,1620.0,2.0,85.0,3
4665,Kodichikkanahalli,1025.0,2.0,66.0,2
4666,Kodichikkanahalli,1026.0,2.0,45.0,2
4667,Kodichikkanahalli,2500.0,7.0,125.0,5
4668,Kodichikkanahalli,450.0,1.0,18.0,1
4669,Kodichikkanahalli,907.0,2.0,38.5,2
4670,Kodichikkanahalli,1181.0,2.0,57.0,2
4671,Kodichikkanahalli,900.0,2.0,42.0,2
4673,Kodichikkanahalli,1680.0,2.0,59.0,2
4674,Kodichikkanahalli,1400.0,3.0,66.0,3
4675,Kodichikkanahalli,976.0,2.0,50.0,2
4676,Kodichikkanahalli,2700.0,4.0,125.0,5
4677,Kodichikkanahalli,1299.0,2.0,58.0,2
4678,Kodichikkanahalli,900.0,2.0,35.0,2
4679,Kodigehaali,1166.0,2.0,55.0,2
4680,Kodigehaali,1320.0,3.0,65.0,3
4681,Kodigehaali,1117.0,2.0,56.0,2
4682,Kodigehaali,1200.0,2.0,55.0,2
4683,Kodigehaali,1200.0,2.0,60.0,2
4684,Kodigehaali,2120.0,3.0,177.0,3
4685,Kodigehaali,1013.0,2.0,51.0,2
4686,Kodigehaali,1324.0,3.0,65.0,3
4687,Kodigehaali,965.0,2.0,38.0,2
4688,Kodigehaali,866.0,2.0,32.0,2
4689,Kodigehaali,1442.0,3.0,80.0,3
4690,Kodigehalli,1270.0,2.0,98.0,2
4691,Kodigehalli,1200.0,2.0,48.0,2
4692,Kodigehalli,655.0,1.0,53.0,1
4693,Kodigehalli,1820.0,3.0,150.0,3
4694,Kodigehalli,500.0,1.0,55.0,2
4695,Kodigehalli,635.0,1.0,28.0,2
4696,Kodigehalli,1200.0,4.0,156.0,3
4697,Kodihalli,3252.0,5.0,335.0,4
4698,Kodihalli,2700.0,4.0,270.0,3
4699,Kodihalli,2392.0,4.0,260.0,3
4700,Kodihalli,2408.0,4.0,260.0,3
4701,Kodihalli,2500.0,4.0,260.0,3
4702,Kodihalli,1620.0,3.0,130.0,3
4703,Kodihalli,3260.0,5.0,388.0,4
4704,Kodihalli,3197.0,5.0,335.0,4
4705,Kodihalli,1490.0,2.0,150.0,2
4706,Kogilu,1909.0,3.0,88.0,3
4708,Kogilu,1170.0,2.0,51.99,2
4709,Kogilu,650.0,2.0,28.0,2
4710,Kogilu,1140.0,2.0,50.66,2
4711,Kogilu,1200.0,2.0,53.33,2
4712,Kogilu,1934.0,3.0,150.0,3
4713,Kogilu,540.0,1.0,36.0,1
4714,Kogilu,1559.0,3.0,127.0,3
4715,Kogilu,1190.0,2.0,50.66,2
4716,Kogilu,1140.0,2.0,50.66,2
4717,Kogilu,1559.0,3.0,120.0,3
4718,Kogilu,700.0,1.0,30.84,1
4719,Kogilu,1250.0,2.0,55.55,2
4720,Kogilu,1200.0,2.0,53.33,2
4721,Kogilu,952.0,2.0,49.0,2
4722,Kogilu,700.0,1.0,30.84,1
4723,Kogilu,1250.0,2.0,55.55,2
4724,Kogilu,2456.0,7.0,85.0,7
4725,Kogilu,1140.0,2.0,50.66,2
4726,Kogilu,1140.0,2.0,50.66,2
4727,Konanakunte,2791.0,3.0,223.0,3
4728,Konanakunte,884.0,1.0,58.0,2
4729,Konanakunte,1200.0,4.0,125.0,4
4730,Konanakunte,1200.0,2.0,130.0,4
4731,Konanakunte,2400.0,2.0,180.0,3
4732,Konanakunte,3746.0,6.0,375.0,4
4733,Konanakunte,1423.0,2.0,85.0,3
4734,Koramangala,1320.0,2.0,165.0,2
4735,Koramangala,1253.0,2.0,102.0,2
4736,Koramangala,1580.0,3.0,160.0,3
4738,Koramangala,3500.0,5.0,425.0,4
4739,Koramangala,1005.0,1.0,110.0,2
4740,Koramangala,2292.0,4.0,275.0,3
4742,Koramangala,1290.0,2.0,100.0,2
4743,Koramangala,1300.0,2.0,110.0,2
4745,Koramangala,1325.0,2.0,119.0,2
4746,Koramangala,1140.0,2.0,75.2,2
4747,Koramangala,1260.0,2.0,100.0,2
4748,Koramangala,1975.0,3.0,210.0,3
4749,Koramangala,1900.0,2.0,200.0,2
4751,Koramangala,2292.0,3.0,286.0,3
4752,Koramangala,2300.0,3.0,290.0,3
4755,Koramangala,2503.0,6.0,325.0,4
4757,Koramangala,1320.0,2.0,150.0,2
4758,Koramangala,1320.0,2.0,110.0,2
4759,Koramangala,5985.0,4.0,775.0,4
4760,Koramangala,2461.0,6.0,353.0,4
4762,Koramangala,2246.0,3.0,300.0,3
4765,Koramangala,1083.0,2.0,100.0,2
4766,Koramangala,1744.0,3.0,200.0,3
4767,Koramangala,1180.0,2.0,128.0,2
4768,Koramangala,1320.0,2.0,160.0,2
4769,Koramangala,1370.0,2.0,125.0,2
4770,Koramangala,1100.0,2.0,85.0,2
4771,Koramangala,1249.0,2.0,165.0,2
4772,Koramangala,1200.0,2.0,100.0,2
4774,Koramangala,2223.0,3.0,300.0,3
4775,Koramangala,1744.0,4.0,210.0,3
4776,Koramangala,1866.0,4.0,245.0,3
4777,Koramangala,1320.0,2.0,160.0,2
4778,Koramangala,1350.0,2.0,103.0,2
4779,Koramangala,6000.0,4.0,625.0,4
4781,Koramangala,1320.0,2.0,160.0,2
4782,Koramangala,1710.0,3.0,210.0,3
4783,Koramangala,1355.0,2.0,95.0,2
4784,Koramangala,1600.0,3.0,170.0,3
4785,Koramangala,1260.0,2.0,100.0,2
4788,Kothannur,1206.0,2.0,48.23,2
4789,Kothannur,1853.0,3.0,82.0,3
4791,Kothannur,1100.0,2.0,40.0,2
4792,Kothannur,1300.0,2.0,60.0,3
4793,Kothannur,1197.0,2.0,47.88,2
4794,Kothannur,740.0,2.0,34.0,2
4795,Kothannur,1197.0,2.0,47.8,2
4796,Kothannur,1070.0,2.0,42.79,2
4801,Kothannur,1070.0,2.0,38.6,2
4802,Kothannur,2000.0,4.0,95.0,4
4803,Kothannur,1350.0,2.0,42.0,2
4804,Kothannur,1485.0,2.0,59.4,3
4805,Kothannur,1215.0,2.0,48.6,3
4806,Kothannur,1085.0,2.0,34.2,2
4807,Kothannur,820.0,2.0,37.0,2
4808,Kothannur,1404.0,2.0,56.15,3
4810,Kothanur,1200.0,2.0,51.0,2
4811,Kothanur,2400.0,2.0,150.0,3
4812,Kothanur,1828.0,3.0,110.0,3
4813,Kothanur,1186.0,2.0,58.0,2
4815,Kothanur,1847.0,3.0,105.0,3
4817,Kothanur,9600.0,5.0,550.0,5
4818,Kothanur,1435.0,3.0,70.0,3
4819,Kothanur,1187.0,2.0,58.0,2
4820,Kothanur,1847.0,3.0,110.0,3
4821,Kothanur,1460.0,3.0,71.0,3
4822,Kothanur,1185.0,2.0,59.0,2
4823,Kothanur,1436.0,3.0,70.0,3
4824,Kothanur,1462.0,3.0,71.0,3
4825,Kothanur,1790.0,3.0,105.0,3
4827,Kothanur,1070.0,2.0,45.5,2
4829,Kothanur,1145.0,2.0,56.0,2
4830,Kothanur,3401.0,5.0,230.0,4
4831,Kothanur,1455.0,2.0,69.0,2
4832,Kothanur,627.0,1.0,30.0,1
4833,Kothanur,1302.0,2.0,68.5,2
4834,Kothanur,1760.0,3.0,111.0,3
4835,Kothanur,1185.0,2.0,58.0,2
4836,Kothanur,1500.0,1.0,75.0,1
4837,Kothanur,1075.0,2.0,53.0,2
4838,Kothanur,1790.0,3.0,97.0,3
4839,Kothanur,2700.0,4.0,175.0,4
4840,Kothanur,1786.0,2.0,106.0,3
4841,Kothanur,1787.0,3.0,107.0,3
4842,Kothanur,1141.0,2.0,54.0,2
4843,Kothanur,1760.0,3.0,110.0,3
4845,Kothanur,1160.0,2.0,57.0,2
4846,Kothanur,1095.0,2.0,55.0,2
4847,Kothanur,1142.0,2.0,56.0,2
4848,Kothanur,1074.0,2.0,54.0,2
4849,Kothanur,1285.0,2.0,60.0,2
4850,Kothanur,1075.0,2.0,53.0,2
4851,Kothanur,1140.0,2.0,56.0,2
4852,Kothanur,1400.0,2.0,70.0,2
4855,Kothanur,1140.0,2.0,56.0,2
4856,Kothanur,1787.0,3.0,120.0,3
4857,Kothanur,1185.0,2.0,59.0,2
4859,Kothanur,1790.0,3.0,105.0,3
4860,Kothanur,1130.0,2.0,55.0,2
4861,Kothanur,1094.0,2.0,54.0,2
4862,Kothanur,1170.0,3.0,80.0,3
4863,Kothanur,1400.0,2.0,65.0,2
4864,Kothanur,1195.0,2.0,59.0,2
4865,Kothanur,1790.0,3.0,120.0,3
4866,Kothanur,1454.0,3.0,71.5,3
4867,Kudlu,1152.0,2.0,53.5,2
4868,Kudlu,1027.0,2.0,43.0,2
4869,Kudlu,1092.0,2.0,44.0,2
4870,Kudlu,1027.0,2.0,43.0,2
4871,Kudlu,1092.0,2.0,44.0,2
4872,Kudlu,1143.0,2.0,55.0,2
4874,Kudlu,1024.0,2.0,44.0,2
4876,Kudlu,1600.0,3.0,79.0,3
4877,Kudlu,1027.0,2.0,42.0,2
4878,Kudlu,1076.0,2.0,50.0,2
4879,Kudlu,1027.0,2.0,44.0,2
4880,Kudlu,1084.0,2.0,53.0,2
4881,Kudlu,1300.0,2.0,56.0,2
4882,Kudlu,1027.0,2.0,44.0,2
4883,Kudlu,1245.0,2.0,60.0,3
4884,Kudlu,1027.0,2.0,44.0,2
4885,Kudlu,1110.0,2.0,46.0,2
4886,Kudlu,2100.0,3.0,114.0,4
4887,Kudlu,1027.0,2.0,44.0,2
4888,Kudlu,720.0,1.0,33.0,1
4889,Kudlu,1027.0,2.0,44.0,2
4890,Kudlu,1162.0,2.0,52.0,2
4891,Kudlu,1041.0,2.0,53.0,2
4892,Kudlu Gate,1535.0,3.0,83.0,3
4893,Kudlu Gate,1535.0,3.0,85.0,3
4895,Kudlu Gate,1535.0,3.0,86.0,3
4896,Kudlu Gate,1564.0,2.0,92.0,3
4898,Kudlu Gate,1238.0,2.0,55.0,2
4899,Kudlu Gate,1707.0,2.0,99.745,3
4900,Kudlu Gate,1335.0,3.0,89.0,3
4901,Kudlu Gate,703.0,1.0,52.0,1
4902,Kudlu Gate,1535.0,3.0,86.0,3
4903,Kudlu Gate,1532.0,3.0,83.0,3
4904,Kudlu Gate,1113.0,2.0,50.0,2
4906,Kudlu Gate,1185.0,2.0,50.0,2
4910,Kudlu Gate,1215.0,2.0,45.0,2
4911,Kudlu Gate,812.0,2.0,38.25,2
4912,Kudlu Gate,1547.0,2.0,103.0,2
4913,Kudlu Gate,1336.0,2.0,86.0,2
4914,Kudlu Gate,1919.0,3.0,121.0,3
4915,Kudlu Gate,1464.0,3.0,56.0,2
4916,Kudlu Gate,1535.0,3.0,85.0,3
4917,Kudlu Gate,1850.0,3.0,120.0,3
4918,Kudlu Gate,940.0,2.0,69.57,2
4919,Kudlu Gate,1215.0,2.0,44.96,2
4920,Kudlu Gate,1164.0,2.0,75.0,2
4921,Kudlu Gate,3850.0,6.0,205.0,4
4922,Kudlu Gate,1183.0,2.0,79.54,2
4923,Kudlu Gate,1850.0,3.0,110.0,3
4925,Kudlu Gate,1183.0,2.0,79.54,2
4926,Kudlu Gate,1200.0,2.0,44.4,2
4928,Kudlu Gate,1310.0,2.0,53.0,2
4929,Kumaraswami Layout,2000.0,4.0,139.0,4
4930,Kumaraswami Layout,1270.0,4.0,128.0,5
4931,Kumaraswami Layout,1000.0,2.0,48.5,2
4932,Kumaraswami Layout,1000.0,2.0,58.0,2
4933,Kumaraswami Layout,2400.0,7.0,125.0,7
4934,Kumaraswami Layout,2400.0,2.0,125.0,3
4935,Kumaraswami Layout,1310.0,2.0,70.0,3
4936,Kumaraswami Layout,850.0,1.0,78.0,1
4937,Kumaraswami Layout,3200.0,7.0,150.0,7
4938,Kumaraswami Layout,1310.0,2.0,85.0,3
4939,Kumaraswami Layout,2450.0,3.0,110.0,4
4940,Kumaraswami Layout,2040.0,4.0,123.0,7
4941,Kumaraswami Layout,3100.0,7.0,145.0,7
4942,Kumaraswami Layout,1200.0,3.0,75.0,3
4943,Kumaraswami Layout,1081.0,2.0,60.0,2
4944,Kundalahalli,1724.0,3.0,125.0,3
4945,Kundalahalli,1030.0,2.0,49.0,2
4946,Kundalahalli,735.0,2.0,57.99,2
4947,Kundalahalli,1047.0,2.0,82.0,2
4948,Kundalahalli,1397.0,3.0,105.0,3
4949,Kundalahalli,1724.0,3.0,127.0,3
4950,Kundalahalli,1010.0,2.0,49.27,2
4951,Kundalahalli,1397.0,3.0,110.0,3
